crsp_portno,cik,accession,tsr_filingdate_first,tsr_reportdate_first,tsr_score,phrase_hits,anchor_hits,ncsr_html,filing_dir,evidence_snippet
1052091,12601,0000012601-25-000015,2025-02-27,2024-12-31,9631,ML_PROBA=0.963144,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000012601/2024-12-31/000001260125000015/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000012601/2024-12-31/000001260125000015,
1052093,770540,0001193125-24-269919,2024-12-03,2024-09-30,9721,ML_PROBA=0.972067,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000770540/2024-09-30/000119312524269919/d839956dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000770540/2024-09-30/000119312524269919,"PORT TRANSMITTED TO SHAREHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940 IS AS FOLLOWS: CLASS Y NERYX LOOMIS SAYLES CORE PLUS BOND FUND ANNUAL SHAREHOLDER REPORT - SEPTEMBER 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT LOOMIS SAYLES CORE PLUS BOND FUND FOR THE PERIOD OF OCTOBER 1, 2023 TO"
1052102,809593,0001193125-24-215932,2024-09-09,2024-06-30,9405,ML_PROBA=0.940478,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000809593/2024-06-30/000119312524215932/d868212dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000809593/2024-06-30/000119312524215932,"ITEM 1. REPORTS TO SHAREHOLDERS AMERICAN BEACON ARK TRANSFORMATIONAL INNOVATION FUND CLASS A : ADNAX ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT AMERICAN BEACON ARK TRANSFORMATIONAL INNOVATION FUND FOR THE PERIOD OF JULY"
1052108,844779,0001193125-24-195537,2024-08-07,2024-05-31,9445,ML_PROBA=0.944537,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000844779/2024-05-31/000119312524195537/d849979dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000844779/2024-05-31/000119312524195537,"TS TO STOCKHOLDERS (A) THE REPORTS TO SHAREHOLDERS ARE ATTACHED HEREWITH (B) NOT APPLICABLE BLACKROCK ADVANTAGE INTERNATIONAL FUND INSTITUTIONAL SHARES | BROIX ANNUAL SHAREHOLDER REPORT - MAY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT BLACKROCK ADVANTAGE INTERNATIONAL FUND (THE “FUND”) FOR THE PERIOD OF JUNE 1"
1052126,1518042,0001580642-24-004267,2024-08-07,2024-05-31,9237,ML_PROBA=0.923690,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001518042/2024-05-31/000158064224004267/essential40-form_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001518042/2024-05-31/000158064224004267,"ITEM 1. REPORTS TO STOCKHOLDERS. ESSENTIAL 40 STOCK FUND CLASS I ( ESSIX ) ANNUAL SHAREHOLDER REPORT - MAY 31, 2024 FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ESSENTIAL 40 STOCK FUND FOR THE PERIOD OF JUNE 1, 2023 TO MAY"
1052145,1027596,0001133228-24-008834,2024-09-06,2024-06-30,9792,ML_PROBA=0.979231,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001027596/2024-06-30/000113322824008834/da-efp8839_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001027596/2024-06-30/000113322824008834,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) DAVIDSON MULTI-CAP EQUITY FUND CLASS A | DFMAX ANNUAL SHAREHOLDER REPORT | JUNE 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE DAVIDSON MULTI-CAP EQUITY FUND FOR THE PERIOD OF JULY 1, 2023, TO JUNE"
1052148,1295293,0000928816-24-001605,2024-09-27,2024-07-31,9686,ML_PROBA=0.968626,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001295293/2024-07-31/000092881624001605/a2_tsr-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001295293/2024-07-31/000092881624001605,"E REPORT TRANSMITTED TO STOCKHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940: PUTNAM SUSTAINABLE RETIREMENT 2065 FUND CLASS A [ PCJQX ] ANNUAL SHAREHOLDER REPORT | JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT PUTNAM SUSTAINABLE RETIREMENT 2065 FUND FOR THE PERIOD AUGUST 1, 2023, TO J"
1052153,1368578,0001162044-25-000094,2025-01-29,2024-11-30,9439,ML_PROBA=0.943891,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001368578/2024-11-30/000116204425000094/onerockncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001368578/2024-11-30/000116204425000094,"CIAL INTERMEDIARY. YOUR INSTRUCTIONS WILL TYPICALLY BE EFFECTIVE WITHIN 30 DAYS OF RECEIPT BY FUND OR YOUR FINANCIAL INTERMEDIARY. ADDITIONAL INFORMATION: THIS ANNUAL SHAREHOLDER REPORT CONTAINS INFORMATION ABOUT ONE ROCK FUND - ONERX (THE “FUND”) FOR THE PERIOD DECEMBER 1, 2023 TO NOVEMBER 30, 2024. YOU CAN FIND ADDITIONAL INFORMATION ABOUT T"
1052165,1396092,0001999371-24-007284,2024-06-07,2024-03-31,8712,ML_PROBA=0.871154,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001396092/2024-03-31/000199937124007284/prkn-ncsr_033124.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001396092/2024-03-31/000199937124007284,"ITEM 1. (A) REPORT TO STOCKHOLDERS. CURASSET CAPITAL MANAGEMENT CORE BOND FUND TAILORED SHAREHOLDER REPORT ANNUAL SHAREHOLDER REPORT SEPTEMBER 30, 2024 CURASSET CAPITAL MANAGEMENT CORE BOND FUND FOUNDERS CLASS SHARES TICKER: CMBEX THIS ANNUAL SHAREHOLDER REPORT CONT"
1052168,1215880,0001413042-24-000938,2024-11-29,2024-09-30,9392,ML_PROBA=0.939155,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001215880/2024-09-30/000141304224000938/fp0090899-2_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001215880/2024-09-30/000141304224000938,"ITEM 1. REPORTS TO STOCKHOLDERS. ADVISORS CAPITAL ACTIVE ALL CAP FUND TICKER: ACALX ANNUAL SHAREHOLDER REPORT SEPTEMBER 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE ADVISORS CAPITAL ACTIVE ALL CAP FUND (""FUND"") FOR THE PERIOD OF OCTO"
1052170,1215880,0001413042-24-000938,2024-11-29,2024-09-30,9392,ML_PROBA=0.939155,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001215880/2024-09-30/000141304224000938/fp0090899-2_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001215880/2024-09-30/000141304224000938,"ITEM 1. REPORTS TO STOCKHOLDERS. ADVISORS CAPITAL ACTIVE ALL CAP FUND TICKER: ACALX ANNUAL SHAREHOLDER REPORT SEPTEMBER 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE ADVISORS CAPITAL ACTIVE ALL CAP FUND (""FUND"") FOR THE PERIOD OF OCTO"
1052178,1048702,0001398344-24-023757,2024-12-30,2024-10-31,9864,ML_PROBA=0.986376,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001048702/2024-10-31/000139834424023757/primary-document.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001048702/2024-10-31/000139834424023757,"ESSECTORMEMBER 2024-10-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D NMF:HOLDING NATIONWIDE AMUNDI STRATEGIC INCOME FUND CLASS A: NWXEX ANNUAL SHAREHOLDER REPORT - OCTOBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE NATIONWIDE AMUNDI STRATEGIC INCOME FUND (THE ""FUND"") FOR THE PERIOD"
1052186,914036,0001398344-25-005207,2025-03-07,2024-12-31,9541,ML_PROBA=0.954128,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000914036/2024-12-31/000139834425005207/fp0092024-1_ncsrixbrl.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000914036/2024-12-31/000139834425005207,"MEMBER 2024-12-31 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D LINCOLNNATIONALCORP:HOLDING LVIP JPMORGAN MID CAP VALUE FUND SERVICE CLASS ANNUAL SHAREHOLDER REPORT - DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT LVIP JPMORGAN MID CAP VALUE FUND FOR THE PERIOD OF JANUARY 1, 2024 TO D"
1052200,1022804,0001133228-24-009200,2024-09-30,2024-07-31,9820,ML_PROBA=0.981980,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001022804/2024-07-31/000113322824009200/ffas-efp9865_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001022804/2024-07-31/000113322824009200,"R 270.30E-3) THAT CONTAINS DISCLOSURES SPECIFIED BY PARAGRAPH (C)(3) OF THAT RULE. NOT APPLICABLE . FRANKLIN EMERGING MARKET CORE EQUITY (IU) FUND CLASS A TRUE ANNUAL SHAREHOLDER REPORT | JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT FRANKLIN EMERGING MARKET CORE EQUITY (IU) FUND FOR THE PERIOD AUGUST 1, 202"
1052280,904333,0001193125-25-002077,2025-01-06,2024-10-31,9343,ML_PROBA=0.934299,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000904333/2024-10-31/000119312525002077/d846754dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000904333/2024-10-31/000119312525002077,"ITEM 1: REPORT(S) TO SHAREHOLDERS. ANNUAL REPORT | OCTOBER 31, 2024 SCHWAB INTERNATIONAL OPPORTUNITIES FUND TICKER SYMBOL: SWMIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE FUND FOR THE PERIOD OF NOVEMBER 1, 2023, TO OCTOBER 31, 2024. YOU CAN FIND ADDITIONAL INFORMATION ABOUT THE FUND AT WW"
1052281,904333,0001193125-25-002077,2025-01-06,2024-10-31,9343,ML_PROBA=0.934299,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000904333/2024-10-31/000119312525002077/d846754dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000904333/2024-10-31/000119312525002077,"ITEM 1: REPORT(S) TO SHAREHOLDERS. ANNUAL REPORT | OCTOBER 31, 2024 SCHWAB INTERNATIONAL OPPORTUNITIES FUND TICKER SYMBOL: SWMIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE FUND FOR THE PERIOD OF NOVEMBER 1, 2023, TO OCTOBER 31, 2024. YOU CAN FIND ADDITIONAL INFORMATION ABOUT THE FUND AT WW"
1052294,1556505,0001580642-23-004723,2023-09-06,2023-06-30,8750,ML_PROBA=0.874952,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001556505/2023-06-30/000158064223004723/quantified_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001556505/2023-06-30/000158064223004723,"OSP500ETFCTIMEMBER 2024-06-30 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D APT:HOLDING DYNAMIC ALPHA MACRO FUND - INSTITUTIONAL ( DYMIX ) ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT DYNAMIC ALPHA MACRO FUND FOR THE PERIOD OF JULY 31, 2023 TO J"
1052314,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052315,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052316,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052317,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052318,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052319,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052320,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052321,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052322,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052323,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052325,1293210,0001293210-24-000110,2024-09-26,2024-07-31,8434,ML_PROBA=0.843362,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110/ck0001293210-20240731.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001293210/2024-07-31/000129321024000110,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) PROVIDED UNDER SEPARATE COVER. ANNUAL SHAREHOLDER REPORT ONE CHOICE BLEND+ 2015 PORTFOLIO INVESTOR CLASS ( AAAFX ) JULY 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT ONE CHOICE BLEND+ 2"
1052339,44402,0000898432-24-000879,2024-11-07,2024-08-31,9601,ML_PROBA=0.960145,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000044402/2024-08-31/000089843224000879/ncsr-nbef-updated.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000044402/2024-08-31/000089843224000879,"O4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D NEUBERGERBERMAN:HOLDING 0000044402 2023-09-01 2024-08-31 NEUBERGER BERMAN DIVIDEND GROWTH FUND ANNUAL SHAREHOLDER REPORT AUGUST 31, 2024 INSTITUTIONAL CLASS : NDGIX THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE FUND FOR THE PERIOD OF SEPTEMBER 1, 2023 TO"
1052343,741375,0001104659-24-126091,2024-12-06,2024-09-30,9659,ML_PROBA=0.965907,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000741375/2024-09-30/000110465924126091/tm2424334d1_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000741375/2024-09-30/000110465924126091,"D XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D MORGANSTANLEY:HOLDING MORGAN STANLEY INSTITUTIONAL FUND TRUST - CORPORATE BOND PORTFOLIO CLASS A MIGAX ANNUAL SHAREHOLDER REPORT SEPTEMBER 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT MORGAN STANLEY INSTITUTIONAL FUND TRUST - CORPORATE BOND PORTFOLIO FOR T"
1052366,1388485,0001193125-24-273173,2024-12-09,2024-09-30,9666,ML_PROBA=0.966622,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001388485/2024-09-30/000119312524273173/d885650dncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001388485/2024-09-30/000119312524273173,"RT TRANSMITTED TO SHAREHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940 IS AS FOLLOWS: AMBRUS CORE BOND FUND INSTITUTIONAL CLASS | TTRBX ANNUAL SHAREHOLDER REPORT - SEPTEMBER 30, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE AMBRUS CORE BOND FUND FOR THE PERIOD OF OCTOBER 1, 2023 TO SEPTEMB"
1052379,202032,0001145549-25-015235,2025-02-28,2024-12-31,9362,ML_PROBA=0.936233,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000202032/2024-12-31/000114554925015235/8dd58211f539d15.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000202032/2024-12-31/000114554925015235,"REHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED (THE ""ACT"") IS AS FOLLOWS: INVESCO ACTIVE ALLOCATION FUND CLASS A : OAAAX ANNUAL SHAREHOLDER REPORT | DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT INVESCO ACTIVE ALLOCATION FUND (THE “FUND”) FOR THE PERIOD JANUARY 1, 2"
1052383,1768447,0001145549-25-016760,2025-03-07,2024-12-31,9617,ML_PROBA=0.961691,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001768447/2024-12-31/000114554925016760/8dd5d7ecbe8df12.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001768447/2024-12-31/000114554925016760,"EPORT TRANSMITTED TO STOCKHOLDERS PURSUANT TO RULE 30E-1 UNDER THE INVESTMENT COMPANY ACT OF 1940, AS AMENDED. (B) NOT APPLICABLE. INTERMEDIATE BOND FUND HOIBX ANNUAL SHAREHOLDER REPORT | DECEMBER 31, 2024 THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT THE INTERMEDIATE BOND FUND (""FUND"") FOR THE PERIOD OF JANUARY 1, 2024,"
1052386,933691,0001387131-25-000028,2025-03-04,2024-12-31,9490,ML_PROBA=0.948984,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000933691/2024-12-31/000138713125000028/jnlst-ncsr_part1of3.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0000933691/2024-12-31/000138713125000028,
1052389,1556505,0001580642-23-004723,2023-09-06,2023-06-30,8750,ML_PROBA=0.874952,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001556505/2023-06-30/000158064223004723/quantified_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001556505/2023-06-30/000158064223004723,"OSP500ETFCTIMEMBER 2024-06-30 ISO4217:USD XBRLI:SHARES ISO4217:USD XBRLI:SHARES XBRLI:PURE UTR:D APT:HOLDING DYNAMIC ALPHA MACRO FUND - INSTITUTIONAL ( DYMIX ) ANNUAL SHAREHOLDER REPORT - JUNE 30, 2024 FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT DYNAMIC ALPHA MACRO FUND FOR THE PERIOD OF JULY 31, 2023 TO J"
1052393,1545440,0001580642-24-004212,2024-08-06,2024-05-31,9524,ML_PROBA=0.952401,THRESHOLD=0.50,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001545440/2024-05-31/000158064224004212/umt_ncsr.htm,/content/drive/MyDrive/TSR Project/NCSR Reports/raw_files/CIK0001545440/2024-05-31/000158064224004212,"ITEM 1. REPORTS TO STOCKHOLDERS. (A) KEMPNER MULTI-CAP DEEP VALUE FUND INVESTOR CLASS ( FAKDX ) ANNUAL SHAREHOLDER REPORT - MAY 31, 2024 FUND OVERVIEW THIS ANNUAL SHAREHOLDER REPORT CONTAINS IMPORTANT INFORMATION ABOUT KEMPNER MULTI-CAP DEEP VALUE FUND FOR THE PERIOD OF JUNE 1, 20"
